"address","borough","zipcode","lon","lat","risk1"
"32 WEST 130 STREET","MN",10037,-73.9416,40.81,0
"32 WEST 131 STREET","MN",10037,-73.9411,40.8107,0
"32 WEST 37 STREET","MN",10018,-73.9849,40.7508,0
"32 WEST 69 STREET","MN",10023,-73.9788,40.7746,0
"32 WEST 71 STREET","MN",10023,-73.978,40.7759,0
"32 WEST 72 STREET","MN",10023,-73.9777,40.7767,0
"32 WEST 73 STREET","MN",10023,-73.9776,40.7775,0
"32 WEST 75 STREET","MN",10023,-73.9762,40.7786,0
"32 WEST 76 STREET","MN",10023,-73.9758,40.7793,0
"32 WEST 82 STREET","MN",10024,-73.9728,40.7831,0
"32 WEST 86 STREET","MN",10024,-73.9711,40.7857,0
"32 WINTHROP STREET","BK",11225,-73.959,40.6563,0
"32-01 LEAVITT STREET","QN",11354,-73.8274,40.7686,0
"32-02 29 STREET","QN",11106,-73.9274,40.7626,0
"32-02 34 AVENUE","QN",11106,-73.9263,40.759,0
"32-02 BROADWAY","QN",11106,-73.9246,40.7613,1
"32-03 LEAVITT STREET","QN",11354,-73.8274,40.7685,0
"32-04 82 STREET","QN",11370,-73.886,40.7574,0
"32-05 81 STREET","QN",11370,-73.8864,40.7574,0
"32-05 NEWTOWN AVENUE","QN",11102,-73.9199,40.767,0
"32-06 35 AVENUE","QN",11106,-73.9276,40.7575,0
"32-06 47 STREET","QN",11103,-73.9139,40.7563,0
"32-06 82 STREET","QN",11370,-73.886,40.7574,0
"32-08 UNION STREET","QN",11354,-73.827,40.7686,0
"32-10 33 STREET","QN",11106,-73.9243,40.761,0
"32-10 82 STREET","QN",11370,-73.886,40.7573,0
"32-10 ASTORIA BOULEVARD S","QN",11102,-73.9174,40.7696,0
"32-11 48 STREET","QN",11103,-73.9127,40.7555,0
"32-12 46 STREET","QN",11103,-73.9147,40.7565,0
"32-12 48 STREET","QN",11103,-73.9131,40.7557,0
"32-12 82 STREET","QN",11370,-73.886,40.7572,1
"32-12 ASTORIA BOULEVARD S","QN",11102,-73.9173,40.7696,0
"32-13 31 AVENUE","QN",11106,-73.922,40.7639,1
"32-13 34 AVENUE","QN",11106,-73.923,40.7604,0
"32-13 LINDEN PLACE","QN",11354,-73.8314,40.7674,0
"32-14 30 AVENUE","QN",11102,-73.9202,40.7661,0
"32-14 34 STREET","QN",11106,-73.9235,40.7606,0
"32-14 41 STREET","QN",11103,-73.9188,40.7583,0
"32-14 46 STREET","QN",11103,-73.9148,40.7564,0
"32-14 48 STREET","QN",11103,-73.9132,40.7557,1
"32-15 30 STREET","QN",11106,-73.9263,40.7617,0
"32-15 34 STREET","QN",11106,-73.9231,40.7603,0
"32-15 35 STREET","QN",11106,-73.9223,40.7599,0
"32-15 41 STREET","QN",11103,-73.9183,40.758,0
"32-15 43 STREET","QN",11103,-73.9167,40.7573,0
"32-15 48 STREET","QN",11103,-73.9127,40.7554,0
"32-15 93 STREET","QN",11369,-73.8751,40.7579,0
"32-15 LINDEN PLACE","QN",11354,-73.8314,40.7673,0
"32-16 33 AVENUE","QN",11106,-73.9291,40.7631,0
"32-16 41 STREET","QN",11103,-73.9188,40.7582,0
"32-16 48 STREET","QN",11103,-73.9132,40.7556,1
"32-16 82 STREET","QN",11370,-73.8859,40.7572,0
"32-17 104 STREET","QN",11369,-73.8646,40.7591,0
"32-17 37 STREET","QN",11103,-73.9207,40.7591,0
"32-17 48 STREET","QN",11103,-73.9128,40.7554,0
"32-17 LINDEN STREET","QN",11354,-73.8314,40.7673,0
"32-18 34 STREET","QN",11106,-73.9236,40.7605,1
"32-18 48 STREET","QN",11103,-73.9133,40.7555,0
"32-18 82 STREET","QN",11370,-73.8859,40.7571,0
"32-19 48 STREET","QN",11103,-73.9128,40.7553,0
"32-20 34 AVENUE","QN",11106,-73.926,40.7589,0
"32-20 34 STREET","QN",11106,-73.9237,40.7604,0
"32-20 41 STREET","QN",11103,-73.9189,40.7582,0
"32-20 BROADWAY","QN",11106,-73.9241,40.7611,0
"32-21 35 STREET","QN",11106,-73.9224,40.7598,0
"32-21 37 STREET","QN",11103,-73.9208,40.759,0
"32-22 41 STREET","QN",11103,-73.9189,40.7581,0
"32-22 48 STREET","QN",11103,-73.9134,40.7555,0
"32-23 35 STREET","QN",11106,-73.9225,40.7597,0
"32-23 48 STREET","QN",11103,-73.9129,40.7552,0
"32-25 48 STREET","QN",11103,-73.9129,40.7552,0
"32-25 69 STREET","QN",11377,-73.8974,40.7557,0
"32-26 41 STREET","QN",11103,-73.919,40.758,0
"32-27 48 STREET","QN",11103,-73.913,40.7551,0
"32-28 44 STREET","QN",11103,-73.9166,40.7569,0
"32-28 48 STREET","QN",11103,-73.9135,40.7554,0
"32-30 41 STREET","QN",11103,-73.9191,40.7579,0
"32-30 44 STREET","QN",11103,-73.9167,40.7568,0
"32-30 48 STREET","QN",11103,-73.9135,40.7553,0
"32-30 70 STREET","QN",11370,-73.897,40.7555,0
"32-30 93 STREET","QN",11369,-73.8756,40.7577,0
"32-31 48 STREET","QN",11103,-73.913,40.7551,1
"32-32 34 STREET","QN",11106,-73.9238,40.7602,0
"32-32 44 STREET","QN",11103,-73.9167,40.7568,0
"32-33 44 STREET","QN",11103,-73.9163,40.7565,0
"32-33 JUNCTION BOULEVARD","QN",11369,-73.8739,40.7578,0
"32-33A JUNCTION BOULEVARD","QN",11369,-73.8738,40.7577,0
"32-34 41 STREET","QN",11103,-73.9192,40.7578,0
"32-34 44 STREET","QN",11103,-73.9168,40.7567,0
"32-34 48 STREET","QN",11103,-73.9136,40.7552,0
"32-35 30 STREET","QN",11106,-73.9268,40.7612,0
"32-35 48 STREET","QN",11103,-73.9131,40.7549,0
"32-36 48 STREET","QN",11103,-73.9136,40.7552,0
"32-37 42 STREET","QN",11103,-73.9179,40.7571,0
"32-37 43 STREET","QN",11103,-73.9171,40.7568,0
"32-37 JUNCTION BOULEVARD","QN",11369,-73.8738,40.7577,0
"32-38 30 STREET","QN",11106,-73.9272,40.7615,0
"32-38 41 STREET","QN",11103,-73.9192,40.7577,0
"32-38 44 STREET","QN",11103,-73.9168,40.7566,0
"32-38 48 STREET","QN",11103,-73.9137,40.7551,1
"32-39 43 STREET","QN",11103,-73.9172,40.7567,1
"32-39 48 STREET","QN",11103,-73.9132,40.7549,1
"32-39 JUNCTION BOULEVARD","QN",11369,-73.8738,40.7576,0
"32-39 STEINWAY STREET","QN",11103,-73.9196,40.7579,0
"32-40 44 STREET","QN",11103,-73.9169,40.7566,1
"32-40 46 STREET","QN",11103,-73.9153,40.7558,0
"32-40 48 STREET","QN",11103,-73.9137,40.755,1
"32-40 93 STREET","QN",11369,-73.8756,40.7574,0
"32-41 43 STREET","QN",11103,-73.9172,40.7567,0
"32-41 48 STREET","QN",11103,-73.9132,40.7548,0
"32-41 JUNCTION BOULEVARD","QN",11369,-73.8738,40.7575,0
"32-41 STEINWAY STREET","QN",11103,-73.9196,40.7578,0
"32-42 33 STREET","QN",11106,-73.925,40.7602,0
"32-42 41 STREET","QN",11103,-73.9193,40.7576,0
"32-43 43 STREET","QN",11103,-73.9173,40.7566,0
"32-43 48 STREET","QN",11103,-73.9133,40.7547,0
"32-43 STEINWAY STREET","QN",11103,-73.9197,40.7576,0
"32-44 30 STREET","QN",11106,-73.9273,40.7614,0
"32-44 31 STREET","QN",11106,-73.9266,40.761,0
"32-44 44 STREET","QN",11103,-73.917,40.7565,0
"32-44 48 STREET","QN",11103,-73.9138,40.755,1
"32-45 69 STREET","QN",11377,-73.8973,40.7551,0
"32-47 43 STREET","QN",11103,-73.9173,40.7566,0
"32-47 48 STREET","QN",11103,-73.9133,40.7547,0
"32-48 30 STREET","QN",11106,-73.9274,40.7613,0
"32-48 41 STREET","QN",11103,-73.9194,40.7575,0
"32-48 44 STREET","QN",11103,-73.917,40.7564,0
"32-49 43 STREET","QN",11103,-73.9174,40.7565,0
"32-49 48 STREET","QN",11103,-73.9134,40.7546,1
"32-50 44 STREET","QN",11103,-73.9171,40.7564,0
"32-50 48 STREET","QN",11103,-73.9139,40.7548,1
"32-50 70 STREET","QN",11370,-73.8969,40.755,0
"32-50 93 STREET","QN",11369,-73.8755,40.7571,0
"32-51 43 STREET","QN",11103,-73.9174,40.7564,0
"32-51 48 STREET","QN",11103,-73.9134,40.7546,0
"32-52 33 STREET","QN",11106,-73.9252,40.76,0
"32-52 41 STREET","QN",11103,-73.9195,40.7574,0
"32-52 44 STREET","QN",11103,-73.9171,40.7563,0
"32-52 48 STREET","QN",11103,-73.9139,40.7548,0
"32-53 43 STREET","QN",11103,-73.9175,40.7564,0
"32-54 44 STREET","QN",11103,-73.9171,40.7562,1
"32-54 48 STREET","QN",11103,-73.914,40.7547,0
"32-55 48 STREET","QN",11103,-73.9135,40.7545,0
"32-55 81 STREET","QN",11370,-73.8861,40.756,0
"32-55 STEINWAY STREET","QN",11103,-73.9198,40.7575,0
"32-56 41 STREET","QN",11103,-73.9196,40.7573,0
"32-56 81 STREET","QN",11370,-73.8867,40.7559,0
"32-57 35 STREET","QN",11106,-73.9231,40.7589,0
"32-57 36 STREET","QN",11106,-73.9223,40.7586,0
"32-57 43 STREET","QN",11103,-73.9175,40.7563,0
"32-57 48 STREET","QN",11103,-73.9135,40.7544,0
"32-57 STEINWAY STREET","QN",11103,-73.9199,40.7574,0
"32-58 44 STREET","QN",11103,-73.9172,40.7562,0
"32-58 48 STREET","QN",11103,-73.914,40.7547,0
"32-59 43 STREET","QN",11103,-73.9176,40.7563,0
"32-59 48 STREET","QN",11103,-73.9136,40.7544,0
"32-60 34 STREET","QN",11106,-73.9244,40.7595,0
"32-60 41 STREET","QN",11103,-73.9196,40.7572,0
"32-60 44 STREET","QN",11103,-73.9172,40.7561,0
"32-60 48 STREET","QN",11103,-73.9141,40.7546,0
"32-61 43 STREET","QN",11103,-73.9176,40.7562,0
"32-62 44 STREET","QN",11103,-73.9173,40.7561,0
"32-62 48 STREET","QN",11103,-73.9141,40.7545,0
"32-63 43 STREET","QN",11103,-73.9176,40.7561,0
"32-63 48 STREET","QN",11103,-73.9136,40.7543,0
"32-64 41 STREET","QN",11103,-73.9197,40.7571,0
"32-64 44 STREET","QN",11103,-73.9173,40.756,1
"32-64 48 STREET","QN",11103,-73.9142,40.7545,0
"32-66 35 STREET","QN",11106,-73.9237,40.759,0
"32-67 43 STREET","QN",11103,-73.9177,40.7561,0
"32-67 48 STREET","QN",11103,-73.9137,40.7542,0
"32-68 41 STREET","QN",11103,-73.9198,40.757,1
"32-68 44 STREET","QN",11103,-73.9174,40.7559,0
"32-70 30 STREET","QN",11106,-73.9278,40.7608,0
"32-70 44 STREET","QN",11103,-73.9174,40.7559,0
"32-70 48 STREET","QN",11103,-73.9143,40.7543,1
"32-71 43 STREET","QN",11103,-73.9178,40.756,0
"32-71 48 STREET","QN",11103,-73.9138,40.7541,0
"32-72 30 STREET","QN",11106,-73.9278,40.7607,0
"32-72 44 STREET","QN",11103,-73.9175,40.7558,1
"32-72 48 STREET","QN",11103,-73.9143,40.7543,1
"32-73 42 STREET","QN",11103,-73.9186,40.7563,0
"32-73 43 STREET","QN",11103,-73.9178,40.7559,0
"32-73 48 STREET","QN",11103,-73.9138,40.7541,0
"32-74 44 STREET","QN",11103,-73.9175,40.7558,0
"32-75 32 STREET","QN",11106,-73.9258,40.7597,0
"32-76 32 STREET","QN",11106,-73.9263,40.7599,0
"32-76 42 STREET","QN",11103,-73.9192,40.7564,0
"32-77 32 STREET","QN",11106,-73.9258,40.7596,0
"32-77 43 STREET","QN",11103,-73.9179,40.7559,0
"32-77 48 STREET","QN",11103,-73.9139,40.754,0
"32-78 35 STREET","QN",11106,-73.924,40.7587,0
"32-78 44 STREET","QN",11103,-73.9176,40.7557,0
"32-78 STEINWAY STREET","QN",11103,-73.9208,40.7572,0
"32-79 30 STREET","QN",11106,-73.9275,40.7603,0
"32-79 32 STREET","QN",11106,-73.9259,40.7596,0
"32-79 44 STREET","QN",11103,-73.9172,40.7554,0
"32-80 30 STREET","QN",11106,-73.928,40.7606,1
"32-80 44 STREET","QN",11103,-73.9176,40.7557,0
"32-82 30 STREET","QN",11106,-73.928,40.7605,0
"32-84 30 STREET","QN",11106,-73.9281,40.7604,0
"32-84 31 STREET","QN",11106,-73.9273,40.7601,0
"32-84 45 STREET","QN",11103,-73.9169,40.7552,0
"32-85 33 STREET","QN",11106,-73.9253,40.759,0
"32-85 34 STREET","QN",11106,-73.9245,40.7587,0
"32-85 37 STREET","QN",11103,-73.9221,40.7575,0
"32-86 30 STREET","QN",11106,-73.9281,40.7604,0
"32-86 33 STREET","QN",11106,-73.9258,40.7593,0
"32-86 34 AVENUE","QN",11106,-73.9249,40.7588,0
"32-86 35 STREET","QN",11106,-73.924,40.7584,0
"320 49 STREET","BK",11220,-74.0137,40.6478,1
"320 61 STREET","BK",11220,-74.0208,40.6411,0
"320 92 STREET","BK",11209,-74.0322,40.6191,1
"320 BEDFORD AVENUE","BK",11249,-73.9622,40.7135,0
"320 BEEKMAN AVENUE","BX",10454,-73.9141,40.8082,0
"320 BLEECKER STREET","BK",11237,-73.9156,40.7005,0
"320 COLUMBUS AVENUE","MN",10023,-73.9776,40.7796,0
"320 COVERT STREET","BK",11237,-73.9054,40.693,1
"320 EAST 104 STREET","MN",10029,-73.9427,40.7888,0
"320 EAST 109 STREET","MN",10029,-73.9402,40.7919,0
"320 EAST 11 STREET","MN",10003,-73.9854,40.7297,0
"320 EAST 126 STREET","MN",10035,-73.932,40.8027,0
"320 EAST 14 STREET","MN",10003,-73.9842,40.7317,0
"320 EAST 141 STREET","BX",10454,-73.9243,40.812,0
"320 EAST 160 STREET","BX",10451,-73.9165,40.8241,1
"320 EAST 166 STREET","BX",10456,-73.9138,40.8298,0
"320 EAST 176 STREET","BX",10457,-73.903,40.8473,0
"320 EAST 19 STREET","MN",10003,-73.982,40.7349,0
"320 EAST 197 STREET","BX",10458,-73.8893,40.8667,0
"320 EAST 22 STREET","MN",10010,-73.9803,40.7365,0
"320 EAST 23 STREET","MN",10010,-73.98,40.7372,0
"320 EAST 34 STREET","MN",10016,-73.975,40.7441,0
"320 EAST 35 STREET","MN",10016,-73.9744,40.7448,0
"320 EAST 49 STREET","MN",10017,-73.968,40.7536,0
"320 EAST 50 STREET","MN",10022,-73.9679,40.7544,0
"320 EAST 54 STREET","MN",10022,-73.9659,40.7568,0
"320 EAST 58 STREET","MN",10022,-73.9639,40.7594,0
"320 EAST 59 STREET","MN",10022,-73.9634,40.76,0
"320 EAST 6 STREET","MN",10003,-73.9876,40.7268,0
"320 EAST 73 STREET","MN",10021,-73.9569,40.7688,0
"320 EAST 81 STREET","MN",10028,-73.9534,40.7741,0
"320 EAST 85 STREET","MN",10028,-73.9515,40.7766,0
"320 EAST 86 STREET","MN",10028,-73.951,40.7773,0
"320 EAST 89 STREET","MN",10128,-73.9493,40.7791,0
"320 EAST 90 STREET","MN",10128,-73.9488,40.7797,0
"320 EAST 91 STREET","MN",10128,-73.9484,40.7804,0
"320 EAST 92 STREET","MN",10128,-73.9479,40.781,0
"320 EASTERN PARKWAY","BK",11225,-73.9585,40.6703,0
"320 ECKFORD STREET","BK",11222,-73.9521,40.7301,0
"320 ELDERT STREET","BK",11237,-73.9065,40.693,0
"320 EMPIRE BOULEVARD","BK",11225,-73.9519,40.6636,0
"320 GROVE STREET","BK",11237,-73.9148,40.6989,0
"320 HARMAN STREET","BK",11237,-73.9182,40.7002,0
"320 JEFFERSON STREET","BK",11237,-73.9255,40.7047,0
"320 LAFAYETTE AVENUE","BK",11238,-73.9626,40.6883,0
"320 LEXINGTON AVENUE","MN",10016,-73.978,40.7493,0
"320 LINCOLN PLACE","BK",11238,-73.9657,40.6732,0
"320 LINDEN STREET","BK",11237,-73.914,40.6986,0
"320 MAC DOUGAL STREET","BK",11233,-73.9074,40.6805,1
"320 MALCOLM X BOULEVARD","BK",11233,-73.9291,40.6818,0
"320 MANHATTAN AVENUE","MN",10026,-73.9576,40.8034,0
"320 NEW YORK AVENUE","BK",11213,-73.9481,40.6687,1
"320 OCEAN PARKWAY","BK",11218,-73.9744,40.6414,0
"320 OVINGTON AVENUE","BK",11209,-74.0259,40.6344,1
"320 POWERS STREET","BK",11211,-73.9378,40.713,0
"320 SCHAEFER STREET","BK",11237,-73.9042,40.693,0
"320 ST NICHOLAS AVENUE","MN",10027,-73.9519,40.8111,0
"320 STANHOPE STREET","BK",11237,-73.9179,40.7029,0
"320 STERLING STREET","BK",11225,-73.95,40.6629,0
"320 SUYDAM STREET","BK",11237,-73.9223,40.7033,0
"320 WADSWORTH AVENUE","MN",10040,-73.9316,40.8552,0
"320 WEST 105 STREET","MN",10025,-73.9703,40.8012,0
"320 WEST 106 STREET","MN",10025,-73.9698,40.8018,0
"320 WEST 108 STREET","MN",10025,-73.9685,40.8031,0
"320 WEST 117 STREET","MN",10026,-73.9561,40.8054,0
"320 WEST 14 STREET","MN",10014,-74.0038,40.74,0
"320 WEST 17 STREET","MN",10011,-74.0022,40.7418,0
"320 WEST 20 STREET","MN",10011,-74.0011,40.7437,0
"320 WEST 22 STREET","MN",10011,-74.0001,40.7449,0
"320 WEST 38 STREET","MN",10018,-73.9932,40.755,0
"320 WEST 49 STREET","MN",10019,-73.9879,40.762,0
"320 WEST 55 STREET","MN",10019,-73.985,40.7657,0
"320 WEST 75 STREET","MN",10023,-73.9846,40.7822,0
"320 WEST 76 STREET","MN",10023,-73.9837,40.7826,0
"320 WEST 83 STREET","MN",10024,-73.9802,40.7871,0
"320 WEST 86 STREET","MN",10024,-73.9791,40.7891,0
"320 WEST 87 STREET","MN",10024,-73.9784,40.7898,0
"320 WEST 89 STREET","MN",10024,-73.9775,40.791,0
"320 WEST 96 STREET","MN",10025,-73.9743,40.7954,0
"3200 BROADWAY","MN",10027,-73.9578,40.8157,0
"3200 DECATUR AVENUE","BX",10467,-73.8753,40.8737,0
"3200 NETHERLAND AVENUE","BX",10463,-73.9112,40.884,0
"3200 OXFORD AVENUE","BX",10463,-73.9093,40.8839,0
"3200 ROCHAMBEAU AVENUE","BX",10467,-73.8804,40.8763,0
"3201 GLENWOOD ROAD","BK",11210,-73.9456,40.6344,0
"3201 GRAND CONCOURSE","BX",10468,-73.8862,40.8769,0
"3202 AVENUE D","BK",11226,-73.9463,40.6409,0
"3202 BAINBRIDGE AVENUE","BX",10467,-73.8792,40.8759,0
"3202 FOSTER AVENUE","BK",11210,-73.9459,40.6381,0
"3202 KOSSUTH AVENUE","BX",10467,-73.8825,40.8787,1
"3202 NOSTRAND AVENUE","BK",11229,-73.9432,40.6058,0
"3203 HULL AVENUE","BX",10467,-73.8766,40.8744,0
"3203 NOSTRAND AVENUE","BK",11229,-73.9426,40.6059,0
"3203 PARK AVENUE","BX",10451,-73.9165,40.8254,0
"3203 SNYDER AVENUE","BK",11226,-73.9473,40.6493,0
"3204 3 AVENUE","BX",10451,-73.909,40.8228,1
"3204 HOLLAND AVENUE","BX",10467,-73.8649,40.8717,0
"3204 KINGSBRIDGE AVENUE","BX",10463,-73.905,40.881,0
"3205 EMMONS AVENUE","BK",11235,-73.9324,40.5845,0
"3205 FARRAGUT ROAD","BK",11210,-73.9458,40.6367,0
"3205 GRAND CONCOURSE","BX",10468,-73.8859,40.8771,0
"3206 3 AVENUE","BX",10451,-73.909,40.8228,1
"3206 FAIRFIELD AVENUE","BX",10463,-73.9133,40.8844,0
"3207 HULL AVENUE","BX",10467,-73.8764,40.8746,0
"3207 OXFORD AVENUE","BX",10463,-73.9097,40.8843,0
"3207 RADCLIFF AVENUE","BX",10469,-73.8606,40.8718,0
"3208 BAINBRIDGE AVENUE","BX",10467,-73.8793,40.8761,0
"3209 DECATUR AVENUE","BX",10467,-73.8756,40.8742,0
"3209 RADCLIFF AVENUE","BX",10469,-73.8606,40.8718,0
"3209 SNYDER AVENUE","BK",11226,-73.9471,40.6493,0
"321 1 AVENUE","MN",10003,-73.9807,40.7344,0
"321 20 STREET","BK",11215,-73.9897,40.6603,1
"321 4 AVENUE","BK",11215,-73.9853,40.6739,1
"321 44 STREET","BK",11220,-74.0104,40.6509,0
"321 86 STREET","BK",11209,-74.0303,40.6236,0
"321 92 STREET","BK",11209,-74.0319,40.6195,1
"321 AVENUE T","BK",11223,-73.9732,40.5995,0
"321 BAY RIDGE AVENUE","BK",11220,-74.0253,40.6357,0
"321 BEDFORD PARK BLVD","BX",10458,-73.8846,40.8694,0
"321 BLEECKER STREET","BK",11237,-73.9161,40.7008,0
"321 CHAUNCEY STREET","BK",11233,-73.9215,40.6815,0
"321 COLUMBUS AVENUE","MN",10023,-73.9769,40.7794,0
"321 EAST 10 STREET","MN",10009,-73.9809,40.7275,1
"321 EAST 12 STREET","MN",10003,-73.9848,40.7308,0
"321 EAST 14 STREET","MN",10003,-73.9838,40.7322,0
"321 EAST 141 STREET","BX",10454,-73.9239,40.8122,0
"321 EAST 150 STREET","BX",10451,-73.9203,40.8177,0
"321 EAST 166 STREET","BX",10456,-73.9137,40.83,0
"321 EAST 198 STREET","BX",10458,-73.8877,40.8685,0
"321 EAST 2 STREET","BK",11218,-73.9782,40.6436,1
"321 EAST 22 STREET","MN",10010,-73.9802,40.737,0
"321 EAST 45 STREET","MN",10017,-73.9695,40.7515,0
"321 EAST 48 STREET","MN",10017,-73.9683,40.7534,0
"321 EAST 52 STREET","MN",10022,-73.9665,40.7559,0
"321 EAST 66 STREET","MN",10065,-73.9597,40.7646,0
"321 EAST 69 STREET","MN",10021,-73.9585,40.7666,0
"321 EAST 71 STREET","MN",10021,-73.9576,40.7678,0
"321 EAST 75 STREET","MN",10021,-73.9557,40.7705,0
"321 EAST 78 STREET","MN",10075,-73.9543,40.7724,0
"321 EAST 79 STREET","MN",10075,-73.9538,40.7731,0
"321 EAST 83 STREET","MN",10028,-73.9518,40.7756,0
"321 EAST 85 STREET","MN",10028,-73.951,40.7769,0
"321 EAST 89 STREET","MN",10128,-73.949,40.7795,0
"321 EAST 9 STREET","MN",10003,-73.9861,40.7289,0
"321 EAST 90 STREET","MN",10128,-73.9486,40.7801,0
"321 EAST 91 STREET","MN",10128,-73.9481,40.7807,0
"321 ELLERY STREET","BK",11206,-73.9393,40.7001,0
"321 FLATBUSH AVENUE","BK",11217,-73.9728,40.6782,0
"321 GRAHAM AVENUE","BK",11211,-73.9446,40.7139,0
"321 HARMAN STREET","BK",11237,-73.9184,40.7008,0
"321 MALCOLM X BOULEVARD","BK",11233,-73.9283,40.6808,1
"321 MENAHAN STREET","BK",11237,-73.9152,40.7004,0
"321 MONTGOMERY STREET","BK",11225,-73.9541,40.6659,1
"321 OVINGTON AVENUE","BK",11209,-74.0253,40.6347,0
"321 PUTNAM AVENUE","BK",11216,-73.9489,40.6844,1
"321 SCHAEFER STREET","BK",11237,-73.9046,40.6933,0
"321 ST NICHOLAS AVENUE","MN",10027,-73.9526,40.8114,0
"321 SUMPTER STREET","BK",11233,-73.9121,40.6811,0
"321 TROUTMAN STREET","BK",11237,-73.9251,40.7046,0
"321 WADSWORTH AVENUE","MN",10040,-73.9309,40.8549,0
"321 WEST 103 STREET","MN",10025,-73.9708,40.8003,0
"321 WEST 105 STREET","MN",10025,-73.97,40.8016,0
"321 WEST 108 STREET","MN",10025,-73.9682,40.8034,0
"321 WEST 11 STREET","MN",10014,-74.0073,40.7359,0
"321 WEST 16 STREET","MN",10011,-74.0024,40.7416,0
"321 WEST 21 STREET","MN",10011,-74.0004,40.7447,0
"321 WEST 22 STREET","MN",10011,-73.9999,40.7453,0
"321 WEST 29 STREET","MN",10001,-73.9968,40.7497,0
"321 WEST 30 STREET","MN",10001,-73.9962,40.7503,0
"321 WEST 42 STREET","MN",10036,-73.9907,40.7579,1
"321 WEST 47 STREET","MN",10036,-73.9884,40.7611,0
"321 WEST 54 STREET","MN",10019,-73.9856,40.7656,0
"321 WEST 55 STREET","MN",10019,-73.9847,40.766,0
"321 WEST 74 STREET","MN",10023,-73.9846,40.7818,0
"321 WEST 76 STREET","MN",10023,-73.9834,40.783,0
"321 WEST 80 STREET","MN",10024,-73.9814,40.7855,0
"321 WEST 84 STREET","MN",10024,-73.9796,40.7881,0
"321 WEST 88 STREET","MN",10024,-73.9777,40.7908,0
"321 WEST 89 STREET","MN",10024,-73.9774,40.7915,0
"321 WEST 90 STREET","MN",10024,-73.9768,40.792,0
"321 WEST 94 STREET","MN",10025,-73.9755,40.7947,0
"3210 ARLINGTON AVENUE","BX",10463,-73.9121,40.8843,0
"3210 AVENUE H","BK",11210,-73.9453,40.6314,0
"3210 BAINBRIDGE AVENUE","BX",10467,-73.8793,40.8761,1
"3210 OLINVILLE AVENUE","BX",10467,-73.8679,40.8718,1
"3210 PERRY AVENUE","BX",10467,-73.8767,40.8748,0
"3210 RIVERDALE AVENUE","BX",10463,NA,NA,0
"3211 FLATBUSH AVENUE","BK",11210,-73.945,40.6297,0
"3212 BAINBRIDGE AVENUE","BX",10467,-73.8793,40.8762,1
"3212 CRUGER AVENUE","BX",10467,-73.8658,40.8719,0
"3212 DECATUR AVENUE","BX",10467,-73.8751,40.874,0
"3212 OLINVILLE AVENUE","BX",10467,-73.8679,40.8719,0
"3214 BAINBRIDGE AVENUE","BX",10467,-73.8793,40.8763,0
"3214 BEVERLY ROAD","BK",11226,-73.9464,40.6451,0
"3214 CLARENDON ROAD","BK",11226,-73.9462,40.6431,0
"3214 KINGSBRIDGE AVENUE","BX",10463,-73.9048,40.8813,0
"3214 OLINVILLE AVENUE","BX",10467,-73.8679,40.872,1
"3215 ARLINGTON AVENUE","BX",10463,-73.9127,40.8846,0
"3215 AVENUE H","BK",11210,-73.9452,40.6321,0
"3215 BAINBRIDGE AVENUE","BX",10467,-73.88,40.8762,0
"3215 HOLLAND AVENUE","BX",10467,-73.8655,40.872,0
"3215 HULL AVENUE","BX",10467,-73.8763,40.8748,0
"3215 NETHERLAND AVENUE","BX",10463,-73.9118,40.8842,0
"3216 KOSSUTH AVENUE","BX",10467,-73.8822,40.8789,0
"322 100 STREET","BK",11209,-74.0348,40.6132,0
"322 58 STREET","BK",11220,-74.019,40.6428,0
"322 6 STREET","BK",11215,-73.9854,40.671,0
"322 61 STREET","BK",11220,-74.0207,40.6411,0
"322 7 AVENUE","MN",10001,-73.9936,40.7475,0
"322 7 AVENUE","BK",11215,-73.9815,40.6673,0
"322 BAY RIDGE AVENUE","BK",11220,-74.0256,40.6353,0
"322 BERGEN STREET","BK",11217,-73.9814,40.6829,0
"322 BOND STREET","BK",11231,-73.9899,40.6798,0
"322 COLUMBUS AVENUE","MN",10023,-73.9775,40.7797,0
"322 CONVENT AVENUE","MN",10031,-73.9473,40.8236,0
"322 COVERT STREET","BK",11237,-73.9053,40.6931,1
"322 EAST 104 STREET","MN",10029,-73.9426,40.7887,0
"322 EAST 109 STREET","MN",10029,-73.9401,40.7919,0
"322 EAST 11 STREET","MN",10003,-73.9853,40.7297,0
"322 EAST 117 STREET","MN",10035,-73.9363,40.797,0
"322 EAST 126 STREET","MN",10035,-73.9319,40.8027,0
"322 EAST 14 STREET","MN",10003,-73.9842,40.7317,0
"322 EAST 173 STREET","BX",10457,-73.9062,40.8435,0
"322 EAST 34 STREET","MN",10016,-73.9749,40.7441,0
"322 EAST 55 STREET","MN",10022,-73.9653,40.7573,0
"322 EAST 59 STREET","MN",10022,-73.9633,40.7599,0
"322 EAST 6 STREET","MN",10003,-73.9875,40.7267,0
"322 EAST 61 STREET","MN",10065,-73.9624,40.7612,0
"322 EAST 73 STREET","MN",10021,-73.9568,40.7688,0
"322 EAST 74 STREET","MN",10021,-73.9567,40.7696,0
"322 EAST 79 STREET","MN",10075,-73.9542,40.7727,0
"322 EAST 89 STREET","MN",10128,-73.9492,40.7791,0
