"address","borough","zipcode","lon","lat","risk1"
"1161 2 AVENUE","MN",10065,-73.9636,40.7621,0
"1161 38 STREET","BK",11218,-73.9882,40.6429,1
"1161 ELDER AVENUE","BX",10472,-73.8793,40.8277,0
"1161 HOE AVENUE","BX",10459,-73.8912,40.8278,0
"1161 JEROME AVENUE","BX",10452,-73.924,40.8355,0
"1161 SHERMAN AVENUE","BX",10456,-73.9168,40.8328,0
"1161 STRATFORD AVENUE","BX",10472,-73.8755,40.8281,0
"1162 1 AVENUE","MN",10065,-73.9596,40.7624,0
"1162 SHERIDAN AVENUE","BX",10456,-73.9171,40.833,0
"1162 ST LAWRENCE AVENUE","BX",10472,-73.8666,40.8296,1
"1163 43 STREET","BK",11219,-73.9915,40.6404,0
"1163 BEACH AVENUE","BX",10472,-73.8661,40.8297,1
"1163 HOE AVENUE","BX",10459,-73.8912,40.8278,1
"1163 PRESIDENT STREET","BK",11225,-73.9517,40.6684,0
"1163 ST JOHNS PLACE","BK",11213,-73.9398,40.6714,1
"1163 SUTTER AVENUE","BK",11208,-73.875,40.6726,0
"1164 1 AVENUE","MN",10065,-73.9595,40.7625,0
"1164 CROMWELL AVENUE","BX",10452,-73.9226,40.8351,0
"1164 PACIFIC STREET","BK",11216,-73.9536,40.6777,0
"1165 2 AVENUE","MN",10065,-73.9635,40.7622,0
"1165 EAST 54 STREET","BK",11234,-73.9237,40.6295,0
"1165 FULTON STREET","BK",11216,-73.955,40.6812,0
"1165 GERARD AVENUE","BX",10452,-73.9212,40.8345,0
"1165 MORRIS AVENUE","BX",10456,-73.915,40.8324,0
"1165 PUGSLEY AVENUE","BX",10472,-73.8573,40.8306,0
"1165 SHAKESPEARE AVENUE","BX",10452,-73.9237,40.836,0
"1165 ST JOHNS PLACE","BK",11213,-73.9398,40.6713,1
"1165 WASHINGTON AVENUE","BX",10456,-73.9078,40.8302,0
"1166 ELTON STREET","BK",11208,-73.874,40.6559,0
"1166 GERARD AVENUE","BX",10452,-73.9207,40.8342,0
"1166 GLENMORE AVENUE","BK",11208,-73.8659,40.6774,0
"1166 GRAND CONCOURSE","BX",10456,-73.9179,40.8336,0
"1166 MANOR AVENUE","BX",10472,-73.876,40.8285,0
"1166 NOSTRAND AVENUE","BK",11225,-73.9508,40.659,0
"1166 PACIFIC STREET","BK",11216,-73.9535,40.6777,0
"1166 SIMPSON STREET","BX",10459,-73.8927,40.8283,0
"1167 70 STREET","BK",11228,-74.007,40.6249,1
"1167 PRESIDENT STREET","BK",11225,-73.9516,40.6684,1
"1167 STRATFORD AVENUE","BX",10472,-73.8756,40.8285,0
"1168 1 AVENUE","MN",10065,-73.959,40.7628,0
"1168 66 STREET","BK",11219,-74.0051,40.6269,0
"1168 STRATFORD AVENUE","BX",10472,-73.8751,40.8286,0
"1168 WILLMOHR STREET","BK",11212,-73.9155,40.6581,1
"1169 2 AVENUE","MN",10065,-73.9634,40.7623,0
"1169 EAST NEW YORK AVENUE","BK",11212,-73.9237,40.667,0
"1169 FLATBUSH AVENUE","BK",11226,-73.9563,40.6416,0
"1169 OCEAN AVENUE","BK",11230,-73.9575,40.6338,0
"117 15 STREET","BK",11215,-73.9928,40.6675,0
"117 4 PLACE","BK",11231,-73.9973,40.678,1
"117 8 AVENUE","BK",11215,-73.9734,40.6722,0
"117 BANK STREET","MN",10014,-74.0075,40.7365,0
"117 BEDFORD AVENUE","BK",11211,-73.9554,40.7197,0
"117 CARLTON AVENUE","BK",11205,-73.9728,40.6942,1
"117 CHARLES STREET","MN",10014,-74.0066,40.7345,0
"117 CHRISTOPHER STREET","MN",10014,-74.0055,40.7334,0
"117 DIAMOND STREET","BK",11222,-73.9476,40.7264,0
"117 DYCKMAN STREET","MN",10040,-73.9249,40.8624,0
"117 EAGLE STREET","BK",11222,-73.9563,40.7353,0
"117 EAST 115 STREET","MN",10029,-73.9428,40.7985,0
"117 EAST 15 STREET","MN",10003,-73.9886,40.7351,1
"117 EAST 35 STREET","MN",10016,-73.9798,40.7476,0
"117 EAST 37 STREET","MN",10016,-73.9788,40.7487,0
"117 EAST 39 STREET","MN",10016,-73.9779,40.75,0
"117 EAST 60 STREET","MN",10022,-73.9685,40.7634,0
"117 EAST 7 STREET","MN",10009,-73.9843,40.7266,0
"117 EAST 77 STREET","MN",10075,-73.9602,40.774,0
"117 EAST 89 STREET","MN",10128,-73.9545,40.7818,0
"117 ESSEX STREET","MN",10002,-73.9872,40.721,0
"117 FATHER ZEISER PLACE","BX",10468,-73.9049,40.8643,0
"117 FREEMAN STREET","BK",11222,-73.957,40.7345,0
"117 GREENPOINT AVENUE","BK",11222,-73.9555,40.7303,0
"117 HENRY STREET","MN",10002,-73.9918,40.7135,0
"117 HENRY STREET","BK",11201,-73.9929,40.6971,0
"117 HURON STREET","BK",11222,-73.9569,40.733,1
"117 IRVING AVENUE","BK",11237,-73.922,40.7036,1
"117 JEFFERSON AVENUE","BK",11216,-73.9526,40.6832,0
"117 KENT AVENUE","BK",11249,-73.9613,40.7204,0
"117 LINDEN STREET","BK",11221,-73.9197,40.6934,0
"117 LUDLOW STREET","MN",10002,-73.9889,40.7196,0
"117 MULBERRY STREET","MN",10013,-73.9985,40.7178,0
"117 NORTH 4 STREET","BK",11249,-73.9602,40.7169,0
"117 NORTH 5 STREET","BK",11249,-73.9596,40.7174,0
"117 ROEBLING STREET","BK",11211,-73.956,40.7152,0
"117 ROGERS AVENUE","BK",11216,-73.9526,40.6734,0
"117 SHERMAN AVENUE","MN",10034,-73.9244,40.8638,0
"117 SOUTH 4 STREET","BK",11249,-73.9633,40.7123,0
"117 SULLIVAN STREET","MN",10012,-74.0024,40.726,0
"117 TROUTMAN STREET","BK",11206,-73.9299,40.6998,0
"117 TUDOR PLACE","BX",10452,-73.919,40.8343,0
"117 VAN BUREN STREET","BK",11221,-73.9413,40.6905,0
"117 VARICK STREET","MN",10013,-74.0063,40.7247,0
"117 WAVERLY PLACE","MN",10011,-73.9992,40.7328,0
"117 WEST 111 STREET","MN",10026,-73.9531,40.7995,0
"117 WEST 116 STREET","MN",10026,-73.9504,40.8027,0
"117 WEST 138 STREET","MN",10030,-73.9405,40.8167,0
"117 WEST 141 STREET","MN",10030,-73.9393,40.8186,0
"117 WEST 142 STREET","MN",10030,-73.9381,40.819,0
"117 WEST 15 STREET","MN",10011,-73.997,40.7386,0
"117 WEST 197 STREET","BX",10468,-73.8996,40.8723,0
"117 WEST 26 STREET","MN",10001,-73.9921,40.7453,0
"117 WEST 57 STREET","MN",10019,-73.9779,40.7649,0
"117 WEST 58 STREET","MN",10019,-73.9772,40.7655,0
"117 WEST 69 STREET","MN",10023,-73.9808,40.776,0
"117 WEST 75 STREET","MN",10023,-73.9782,40.78,0
"117 WEST 92 STREET","MN",10025,-73.9701,40.7908,0
"117-01 METROPOLITAN AVENUE","QN",11418,-73.8375,40.709,0
"117-12 OCEAN PROMENADE","QN",11694,-73.8374,40.5776,0
"117-14 85 AVENUE","QN",11418,-73.8333,40.7023,1
"117-14 UNION TURNPIKE","QN",11415,-73.8352,40.7117,0
"117-17 NEWPORT AVENUE","QN",11694,-73.8396,40.5807,0
"1170 GERARD AVENUE","BX",10452,-73.9205,40.8345,0
"1170 LINCOLN PLACE","BK",11213,-73.9376,40.6699,0
"1170 NOSTRAND AVENUE","BK",11225,-73.9508,40.6589,1
"1170 OCEAN AVENUE","BK",11230,-73.9584,40.6338,0
"1170 OCEAN PARKWAY","BK",11230,-73.9705,40.6201,0
"1170 WALTON AVENUE","BX",10452,-73.92,40.8337,0
"1170 WEST FARMS ROAD","BX",10459,-73.8885,40.8281,0
"1171 2 AVENUE","MN",10065,-73.9634,40.7624,0
"1171 ELDER AVENUE","BX",10472,-73.8793,40.828,0
"1171 FULTON AVENUE","BX",10456,-73.9056,40.8296,0
"1171 MORRISON AVENUE","BX",10472,-73.8747,40.8286,0
"1171 PRESIDENT STREET","BK",11225,-73.9513,40.6684,0
"1171 SHERMAN AVENUE","BX",10456,-73.9167,40.833,0
"1171 WASHINGTON AVENUE","BX",10456,-73.9078,40.8304,0
"1172 ANDERSON AVENUE","BX",10452,-73.9239,40.8361,0
"1172 PRESIDENT STREET","BK",11225,-73.9518,40.6679,0
"1173 52 STREET","BK",11219,-73.9961,40.635,0
"1173 GRAND CONCOURSE","BX",10452,-73.9191,40.8338,0
"1173 NELSON AVENUE","BX",10452,-73.9262,40.8371,0
"1173 VYSE AVENUE","BX",10459,-73.8902,40.8284,1
"1174 NOSTRAND AVENUE","BK",11225,-73.9508,40.6588,0
"1174 SHERIDAN AVENUE","BX",10456,-73.9169,40.8332,0
"1174 ST JOHNS PLACE","BK",11213,-73.9396,40.6708,0
"1174 WEST FARMS ROAD","BX",10459,-73.8884,40.8282,1
"1175 60 STREET","BK",11219,-74.0009,40.6306,0
"1175 67 STREET","BK",11219,-74.0051,40.6264,0
"1175 CLAY AVENUE","BX",10456,-73.9112,40.8319,0
"1175 FULTON AVENUE","BX",10456,-73.9055,40.8298,0
"1175 GERARD AVENUE","BX",10452,-73.9211,40.8347,0
"1175 MORRIS AVENUE","BX",10456,-73.9148,40.8326,0
"1175 PARK AVENUE","MN",10128,-73.9536,40.7842,0
"1175 VYSE AVENUE","BX",10459,-73.8902,40.8285,0
"1175 WHEELER AVENUE","BX",10472,-73.8803,40.828,0
"1175 YORK AVENUE","MN",10065,-73.958,40.7616,0
"1176 NOSTRAND AVENUE","BK",11225,-73.9508,40.6588,1
"1176 OCEAN AVENUE","BK",11230,-73.9583,40.6335,0
"1176 OCEAN PARKWAY","BK",11230,-73.9705,40.6197,0
"1176 PRESIDENT STREET","BK",11225,-73.9516,40.6679,0
"1176 WALTON AVENUE","BX",10452,-73.9198,40.834,0
"1177 BEDFORD AVENUE","BK",11216,-73.9534,40.6831,0
"1177 EAST 98 STREET","BK",11236,-73.898,40.643,0
"1177 WALTON AVENUE","BX",10452,-73.9203,40.8341,0
"1178 ANDERSON AVENUE","BX",10452,-73.9238,40.8363,0
"1178 CLAY AVENUE","BX",10456,-73.9108,40.8315,0
"1178 EASTERN PARKWAY","BK",11213,-73.9294,40.6682,0
"1178 WASHINGTON AVENUE","BX",10456,-73.9071,40.8302,1
"1179 51 STREET","BK",11219,-73.9956,40.6355,0
"1179 CLAY AVENUE","BX",10456,-73.9111,40.832,0
"1179 ELTON STREET","BK",11208,-73.8734,40.6561,0
"1179 ROGERS AVENUE","BK",11226,-73.9511,40.6412,0
"118 8 AVENUE","BK",11215,-73.974,40.6725,0
"118 AVENUE S","BK",11223,-73.9814,40.6006,1
"118 BAINBRIDGE STREET","BK",11233,-73.9327,40.6805,1
"118 CENTRAL AVENUE","BK",11221,-73.9289,40.6999,1
"118 CHRISTOPHER STREET","MN",10014,-74.0054,40.733,0
"118 CLARKSON AVENUE","BK",11226,-73.9554,40.6548,0
"118 CORTELYOU ROAD","BK",11218,-73.9778,40.6378,0
"118 DUANE STREET","MN",10007,-74.0069,40.7156,0
"118 EAST 103 STREET","MN",10029,-73.9488,40.7905,0
"118 EAST 116 STREET","MN",10029,-73.9424,40.7987,1
"118 EAST 17 STREET","MN",10003,-73.9879,40.7359,0
"118 EAST 19 STREET","MN",10003,-73.987,40.737,0
"118 EAST 31 STREET","MN",10016,-73.9819,40.7446,0
"118 EAST 4 STREET","MN",10003,-73.988,40.7254,0
"118 EAST 7 STREET","MN",10009,-73.9845,40.7262,0
"118 EAST 92 STREET","MN",10128,-73.9537,40.7835,0
"118 EAST 93 STREET","MN",10128,-73.9533,40.7841,0
"118 ECKFORD STREET","BK",11222,-73.9484,40.7237,0
"118 ELIZABETH STREET","MN",10013,-73.9953,40.7191,0
"118 FENIMORE STREET","BK",11225,-73.9584,40.6579,1
"118 FT GREENE PLACE","BK",11217,-73.9767,40.686,1
"118 FT WASHINGTON AVENUE","MN",10032,-73.943,40.8393,0
"118 GARFIELD PLACE","BK",11215,-73.9801,40.6736,0
"118 HURON STREET","BK",11222,-73.9567,40.7326,0
"118 MAC DOUGAL STREET","MN",10012,-74.0004,40.7297,0
"118 MADISON STREET","MN",10002,-73.9947,40.7121,0
"118 MC KIBBIN STREET","BK",11206,-73.9434,40.7049,0
"118 MC KINLEY AVENUE","BK",11208,-73.8713,40.6793,0
"118 MESEROLE AVENUE","BK",11222,-73.9519,40.7271,0
"118 MONTAGUE STREET","BK",11201,-73.9948,40.6947,0
"118 MULBERRY STREET","MN",10013,-73.9979,40.7177,0
"118 NAGLE AVENUE","MN",10040,-73.9269,40.8612,0
"118 POST AVENUE","MN",10034,-73.9202,40.8648,0
"118 REMSEN STREET","BK",11201,-73.994,40.6937,0
"118 ST JAMES PLACE","BK",11238,-73.9647,40.6864,0
"118 ST MARKS PLACE","MN",10009,-73.9841,40.7268,0
"118 STANTON STREET","MN",10002,-73.987,40.7212,0
"118 STERLING PLACE","BK",11217,-73.9746,40.6772,0
"118 UNDERHILL AVENUE","BK",11238,-73.9663,40.677,0
"118 VANDERBILT AVENUE","BK",11205,-73.9703,40.694,0
"118 VERMILYEA AVENUE","MN",10034,-73.9215,40.8668,0
"118 WAVERLY PLACE","MN",10011,-73.9995,40.7324,0
"118 WEST 109 STREET","MN",10025,-73.9627,40.8015,0
"118 WEST 114 STREET","MN",10026,-73.9519,40.801,1
"118 WEST 127 STREET","MN",10027,-73.9455,40.8092,0
"118 WEST 137 STREET","MN",10030,-73.9411,40.8157,0
"118 WEST 3 STREET","MN",10012,-74.0005,40.7304,0
"118 WEST 72 STREET","MN",10023,-73.9796,40.7775,0
"118 WEST 74 STREET","MN",10023,-73.9787,40.7789,1
"118 WEST 75 STREET","MN",10023,-73.9785,40.7796,0
"118 WEST 78 STREET","MN",10024,-73.977,40.7815,0
"118 WEST 83 STREET","MN",10024,-73.9745,40.7847,0
"118-09 83 AVENUE","QN",11415,-73.8351,40.7076,0
"118-11 84 AVENUE","QN",11415,-73.8334,40.7046,0
"118-14 83 AVENUE","QN",11415,-73.8343,40.7073,0
"118-16 91 AVENUE","QN",11418,-73.8291,40.6956,0
"118-18 14 ROAD","QN",11356,-73.8488,40.7846,0
"118-18 METROPOLITAN AVENUE","QN",11415,-73.8343,40.7066,0
"118-18 UNION TURNPIKE","QN",11415,-73.8337,40.7122,0
"118-20 14 ROAD","QN",11356,-73.8487,40.7846,0
"118-22 ATLANTIC AVENUE","QN",11419,-73.8281,40.6937,0
"118-35 METROPOLITAN AVENUE","QN",11415,-73.8339,40.707,0
"118-37 METROPOLITAN AVENUE","QN",11415,-73.8336,40.707,0
"118-40 METROPOLITAN AVENUE","QN",11415,-73.8336,40.7064,0
"118-41 METROPOLITAN AVENUE","QN",11415,-73.8334,40.7069,0
"118-45 METROPOLITAN AVENUE","QN",11415,-73.8332,40.7068,0
"118-53 METROPOLITAN AVENUE","QN",11415,-73.833,40.7068,0
"118-60 METROPOLITAN AVENUE","QN",11415,-73.833,40.706,0
"118-65 METROPOLITAN AVENUE","QN",11415,-73.8327,40.7067,0
"118-75 METROPOLITAN AVENUE","QN",11415,-73.8322,40.7065,0
"118-80 METROPOLITAN AVENUE","QN",11415,-73.8324,40.706,0
"1180 2 AVENUE","MN",10065,-73.9625,40.7625,0
"1180 46 STREET","BK",11219,-73.993,40.6381,0
"1180 50 STREET","BK",11219,-73.9953,40.6358,0
"1180 67 STREET","BK",11219,-74.0053,40.6262,0
"1180 ANDERSON AVENUE","BX",10452,-73.9236,40.8364,0
"1180 BUSHWICK AVENUE","BK",11221,-73.9169,40.6884,1
"1180 GERARD AVENUE","BX",10452,-73.9203,40.8348,0
"1180 LEBANON STREET","BX",10460,-73.8741,40.8403,0
"1180 PRESIDENT STREET","BK",11225,-73.9515,40.6678,0
"1181 EAST 214 STREET","BX",10469,-73.8518,40.8765,0
"1181 EAST TREMONT AVENUE","BX",10460,-73.8743,40.8401,0
"1181 EASTERN PARKWAY","BK",11213,-73.9292,40.6692,0
"1181 PRESIDENT STREET","BK",11225,-73.9511,40.6683,0
"1181 ROGERS AVENUE","BK",11226,-73.9511,40.6412,0
"1181 SHERIDAN AVENUE","BX",10456,-73.9175,40.8335,0
"1181 TINTON AVENUE","BX",10456,-73.901,40.8288,0
"1182 CLAY AVENUE","BX",10456,-73.9108,40.8316,1
"1182 PUTNAM AVENUE","BK",11221,-73.9163,40.6902,0
"1182 WEST FARMS ROAD","BX",10459,-73.8883,40.8284,0
"1183 EAST 213 STREET","BX",10469,-73.8517,40.8756,1
"1183 GERARD AVENUE","BX",10452,-73.9209,40.835,0
"1184 60 STREET","BK",11219,-74.0011,40.6301,0
"1184 CROMWELL AVENUE","BX",10452,-73.9223,40.8354,0
"1184 DEAN STREET","BK",11216,-73.9503,40.6767,0
"1184 EAST 214 STREET","BX",10469,-73.8515,40.8758,1
"1184 EVERGREEN AVENUE","BX",10472,-73.8806,40.8279,0
"1184 WALTON AVENUE","BX",10452,-73.9195,40.8344,0
"1185 BEDFORD AVENUE","BK",11216,-73.9535,40.6828,1
"1185 EAST 213 STREET","BX",10469,-73.8516,40.8755,0
"1185 GRAND CONCOURSE","BX",10452,-73.9187,40.8342,0
"1185 MORRIS AVENUE","BX",10456,-73.9147,40.8329,0
"1185 OCEAN PARKWAY","BK",11230,-73.969,40.62,0
"1186 BROADWAY","MN",10001,-73.9883,40.7457,0
"1186 CLAY AVENUE","BX",10456,-73.9107,40.8317,0
"1186 EAST 214 STREET","BX",10469,-73.8514,40.8757,1
"1186 WASHINGTON AVENUE","BX",10456,-73.907,40.8305,0
"1187 ANDERSON AVENUE","BX",10452,-73.9238,40.8371,0
"1187 BOSTON ROAD","BX",10456,-73.903,40.8293,0
"1187 CLAY AVENUE","BX",10456,-73.911,40.8323,0
"1187 EASTERN PARKWAY","BK",11213,-73.929,40.6691,1
"1188 GRAND CONCOURSE","BX",10456,-73.9176,40.834,0
"1188 LINCOLN PLACE","BK",11213,-73.9373,40.6699,0
"1188 SHERIDAN AVENUE","BX",10456,-73.9168,40.8335,0
"1188 STERLING PLACE","BK",11213,-73.9395,40.6718,1
"1189 SHERIDAN AVENUE","BX",10456,-73.9173,40.8337,0
"119 2 AVENUE","MN",10003,-73.9883,40.7282,0
"119 ATLANTIC AVENUE","BK",11201,-73.9963,40.691,0
"119 AUDUBON AVENUE","MN",10032,-73.9365,40.8425,0
"119 AVENUE D","MN",10009,-73.9761,40.724,0
"119 BANK STREET","MN",10014,-74.0076,40.7365,0
"119 BAXTER STREET","MN",10013,-73.9988,40.7179,0
"119 BEDFORD AVENUE","BK",11211,-73.9555,40.7196,1
"119 BERRY STREET","BK",11249,-73.9586,40.7186,0
"119 BROOKLYN AVENUE","BK",11213,-73.9441,40.6757,1
"119 CAMBRIDGE PLACE","BK",11238,-73.9625,40.6835,0
"119 CHRISTOPHER STREET","MN",10014,-74.0056,40.7334,0
"119 CLINTON AVENUE","BK",11205,-73.9687,40.6944,0
"119 CORTELYOU AVENUE","SI",10312,-74.1627,40.5565,0
"119 EAST 100 STREET","MN",10029,-73.9495,40.7889,0
"119 EAST 102 STREET","MN",10029,-73.9486,40.7901,0
"119 EAST 233 STREET","BX",10470,-73.8718,40.8966,0
"119 EAST 30 STREET","MN",10016,-73.9822,40.7444,0
"119 EAST 60 STREET","MN",10022,-73.9684,40.7634,0
"119 EAST 83 STREET","MN",10028,-73.9576,40.778,0
"119 EAST 96 STREET","MN",10128,-73.9515,40.7864,0
"119 EAST 97 STREET","MN",10029,-73.951,40.787,0
"119 ELIZABETH STREET","MN",10013,-73.9957,40.7193,0
"119 FREEMAN STREET","BK",11222,-73.9569,40.7345,0
"119 GREENPOINT AVENUE","BK",11222,-73.9554,40.7303,0
"119 GUERNSEY STREET","BK",11222,-73.9538,40.725,1
"119 HENRY STREET","MN",10002,-73.9917,40.7135,0
"119 HESTER STREET","MN",10002,-73.9934,40.7168,0
"119 HURON STREET","BK",11222,-73.9568,40.7331,0
"119 LUDLOW STREET","MN",10002,-73.9888,40.7197,0
"119 MACON STREET","BK",11216,-73.9466,40.6817,1
"119 MADISON AVENUE","MN",10016,-73.9844,40.7453,0
"119 MERCER STREET","MN",10012,-73.9993,40.7241,0
"119 MONTAGUE STREET","BK",11201,-73.9947,40.6951,0
"119 MOTT STREET","MN",10013,-73.9974,40.7179,0
"119 NASSAU AVENUE","BK",11222,-73.9491,40.7246,0
"119 PAYSON AVENUE","MN",10034,-73.9258,40.8684,0
"119 ROGERS AVENUE","BK",11216,-73.9527,40.6734,0
"119 SULLIVAN STREET","MN",10012,-74.0024,40.7261,0
"119 TAAFFE PLACE","BK",11205,-73.9601,40.6951,0
"119 VERMILYEA AVENUE","MN",10034,-73.9213,40.8662,0
"119 WEBSTER AVENUE","BK",11230,-73.9755,40.6308,1
"119 WEST 104 STREET","MN",10025,-73.9646,40.7985,0
"119 WEST 111 STREET","MN",10026,-73.9531,40.7995,0
"119 WEST 129 STREET","MN",10027,-73.9444,40.8109,0
"119 WEST 135 STREET","MN",10030,-73.9418,40.8148,0
"119 WEST 137 STREET","MN",10030,-73.9409,40.8161,0
"119 WEST 15 STREET","MN",10011,-73.9971,40.7386,0
"119 WEST 227 STREET","MN",10463,-73.91,40.8772,0
"119 WEST 69 STREET","MN",10023,-73.9808,40.776,0
"119 WEST 71 STREET","MN",10023,-73.9799,40.7772,0
"119 WEST 75 STREET","MN",10023,-73.9782,40.78,0
"119 WEST 81 STREET","MN",10024,-73.975,40.7837,0
"119 WEST 88 STREET","MN",10024,-73.972,40.7884,1
"119 WEST 96 STREET","MN",10025,-73.9687,40.7937,0
"119-02 91 AVENUE","QN",11418,-73.8285,40.6957,0
"119-02 97 AVENUE","QN",11419,-73.8262,40.6911,0
"119-12 HILLSIDE AVENUE","QN",11418,-73.8309,40.7013,0
"119-14 UNION TURNPIKE","QN",11415,-73.833,40.7129,0
"119-17 111 AVENUE","QN",11420,-73.8208,40.6809,0
"119-20 UNION TURNPIKE","QN",11415,-73.8326,40.7131,0
"119-21 METROPOLITAN AVENUE","QN",11415,-73.8309,40.7062,0
"119-37 METROPOLITAN AVENUE","QN",11415,-73.8303,40.706,0
"119-40 UNION TURNPIKE","QN",11415,-73.8321,40.7133,0
"119-45 UNION TURNPIKE","QN",11375,-73.8319,40.7143,0
"119-50 METROPOLITAN AVENUE","QN",11415,-73.8304,40.7053,0
"119-51 METROPOLITAN AVENUE","QN",11415,-73.8298,40.7059,0
"119-58 27 AVENUE","QN",11354,-73.8466,40.7736,0
"119-59 27 AVENUE","QN",11354,-73.847,40.774,0
"119-66 80 ROAD","QN",11415,-73.8305,40.7132,0
"1190 CLAY AVENUE","BX",10456,-73.9107,40.8318,1
"1190 DEAN STREET","BK",11216,-73.9501,40.6767,0
"1190 EAST 53 STREET","BK",11234,-73.9256,40.6297,0
"1190 FRANKLIN AVENUE","BX",10456,-73.9038,40.8295,0
"1190 SHAKESPEARE AVENUE","BX",10452,-73.9231,40.8363,0
"1191 2 AVENUE","MN",10065,-73.9631,40.7631,0
"1191 CLAY AVENUE","BX",10456,-73.9109,40.8324,0
"1192 DEAN STREET","BK",11216,-73.95,40.6767,1
"1192 NELSON AVENUE","BX",10452,-73.9252,40.8372,0
"1192 WALTON AVENUE","BX",10452,-73.9194,40.8347,0
"1193 EASTERN PARKWAY","BK",11213,-73.9289,40.6691,0
"1193 ROGERS AVENUE","BK",11226,-73.9511,40.6406,1
"1194 BROOK AVENUE","BX",10456,-73.9092,40.8307,0
"1194 CLAY AVENUE","BX",10456,-73.9106,40.8319,0
"1194 SHERMAN AVENUE","BX",10456,-73.9158,40.8333,0
"1195 BOSTON ROAD","BX",10456,-73.9027,40.8295,0
"1195 FULTON AVENUE","BX",10456,-73.9053,40.8302,0
"1195 UNION STREET","BK",11225,-73.953,40.6693,0
"1196 BROOK AVENUE","BX",10456,-73.9091,40.8309,0
"1196 EASTERN PARKWAY","BK",11213,-73.9291,40.6681,0
"1197 GRAND CONCOURSE","BX",10452,-73.9185,40.8344,0
"1198 CARROLL STREET","BK",11225,-73.9502,40.6669,0
"1198 CLAY AVENUE","BX",10456,-73.9106,40.832,0
"1198 PACIFIC STREET","BK",11216,-73.9524,40.6776,0
"1199 1 AVENUE","MN",10065,-73.9597,40.7632,0
"1199 BOSTON ROAD","BX",10456,-73.9026,40.8296,1
"1199 DEAN STREET","BK",11216,-73.9496,40.6771,1
"1199 EAST 53 STREET","BK",11234,-73.9246,40.6298,0
"1199 EASTERN PARKWAY","BK",11213,-73.9287,40.6691,0
"1199 FULTON AVENUE","BX",10456,-73.9052,40.8303,0
"11A WEST 84 STREET","MN",10024,-73.971,40.7845,0
"12 1 AVENUE","MN",10009,-73.9881,40.7233,0
"12 5 AVENUE","MN",10011,-73.9965,40.7326,0
"12 ARDEN STREET","MN",10040,-73.9271,40.8613,0
"12 AVENUE B","MN",10009,-73.9838,40.7218,0
"12 BARCLAY STREET","MN",10007,-74.0091,40.7122,0
"12 CHARLES STREET","MN",10014,-74.001,40.735,0
"12 CLARK STREET","BK",11201,-73.9958,40.6981,0
"12 COURT STREET","SI",10304,-74.0802,40.6268,0
"12 CROWN STREET","BK",11225,-73.9609,40.6673,0
"12 DIAMOND STREET","BK",11222,-73.9453,40.7234,0
"12 DONGAN PLACE","MN",10040,-73.9295,40.8636,0
"12 EAST 116 STREET","MN",10029,-73.9459,40.8001,0
"12 EAST 177 STREET","BX",10453,-73.9101,40.8498,0
"12 EAST 196 STREET","BX",10468,-73.8956,40.8687,0
"12 EAST 213 STREET","BX",10467,-73.8789,40.8848,1
"12 EAST 22 STREET","MN",10010,-73.9887,40.7401,0
"12 EAST 37 STREET","MN",10016,-73.9824,40.7498,0
"12 EAST 62 STREET","MN",10065,-73.9709,40.7656,0
"12 EAST 64 STREET","MN",10065,-73.9701,40.7669,0
"12 EAST 8 STREET","MN",10003,-73.9956,40.7317,0
"12 EAST 88 STREET","MN",10128,-73.9587,40.7822,0
"12 EAST 95 STREET","MN",10128,-73.9555,40.7867,0
"12 EAST 97 STREET","MN",10029,-73.9545,40.788,0
"12 GELSTON AVENUE","BK",11209,-74.0259,40.6208,0
"12 HARBOR ROAD","SI",10303,-74.1605,40.6368,0
"12 HAVEMEYER STREET","BK",11211,-73.9532,40.7163,0
"12 HENDRICKS AVENUE","SI",10301,-74.0818,40.6404,0
"12 HILLCREST AVENUE","SI",10308,-74.1524,40.5463,0
"12 JOHN STREET","MN",10038,-74.0091,40.7098,1
"12 JONES STREET","MN",10014,-74.0021,40.7319,0
"12 MENAHAN STREET","BK",11221,-73.9223,40.6925,0
"12 MESEROLE STREET","BK",11206,-73.95,40.7072,1
"12 PARK PLACE","BK",11217,-73.978,40.6793,0
"12 PATCHEN AVENUE","BK",11221,-73.9283,40.6923,0
"12 PELL STREET","MN",10013,-73.9977,40.7149,0
"12 PINEHURST AVENUE","MN",10033,-73.9405,40.8487,0
"12 REMSEN STREET","BK",11201,-73.9982,40.6949,0
"12 ST JAMES PLACE","BK",11205,-73.9654,40.6894,0
"12 STAGG STREET","BK",11206,-73.9502,40.7086,0
"12 UNDERHILL AVENUE","BK",11238,-73.9649,40.6807,0
"12 VAN SICKLEN STREET","BK",11223,-73.9743,40.604,0
"12 VERNON AVENUE","BK",11206,-73.9517,40.6941,1
"12 WEST 101 STREET","MN",10025,-73.9633,40.795,0
"12 WEST 103 STREET","MN",10025,-73.9624,40.7963,0
"12 WEST 104 STREET","MN",10025,-73.9619,40.7969,0
"12 WEST 119 STREET","MN",10026,-73.9459,40.8027,0
"12 WEST 132 STREET","MN",10037,-73.94,40.811,0
"12 WEST 55 STREET","MN",10019,-73.9759,40.7618,0
"12 WEST 68 STREET","MN",10023,-73.9786,40.7737,0
"12 WEST 72 STREET","MN",10023,-73.9771,40.7764,0
"12 WEST 75 STREET","MN",10023,-73.9755,40.7783,0
